VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
JTDKN3DP4C,Kitsap,Silverdale,WA,98383,2012,TOYOTA,PRIUS PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,35,347973006,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
5YJ3E1EB8L,Kitsap,Bremerton,WA,98311,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,23,3392287,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701
5YJ3E1EA8J,Yakima,Wapato,WA,98951,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,276279055,POINT (-120.42083 46.44779),PACIFICORP,53077940001
5YJ3E1EC8L,King,Medina,WA,98039,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,48,3645267,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
5YJ3E1EB1J,King,Seattle,WA,98122,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,37,309584495,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
5YJ3E1EA3J,King,Snoqualmie,WA,98065,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,265917396,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603
1G1RC6S5XH,Yakima,Yakima,WA,98908,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,14,142761706,POINT (-120.60199 46.59817),PACIFICORP,53077000904
JTMEB3FV7R,Yakima,Yakima,WA,98908,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,14,276952749,POINT (-120.60199 46.59817),PACIFICORP,53077000402
1N4AZ1CP8J,King,Seattle,WA,98104,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,43,101121457,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500
WBA7W4C06N,Snohomish,Everett,WA,98208,2022,BMW,745LE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,44,212376244,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041601
WBY1Z2C50F,King,Seattle,WA,98118,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,37,108528241,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011802
5YJ3E1EBXJ,Kitsap,Silverdale,WA,98383,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,151144164,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
1N4BZ1CPXK,Snohomish,Snohomish,WA,98290,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,44,114369013,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052104
1G1RG6E46E,Thurston,Yelm,WA,98597,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,2,242507079,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
5YJ3E1EA8J,King,Seattle,WA,98103,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,179527806,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
5YJ3E1EC2L,King,Issaquah,WA,98029,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,5,103057524,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
2C4RC1L71P,Thurston,Olympia,WA,98513,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2,244943863,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012420
5UX43EU06R,Snohomish,Bothell,WA,98021,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,1,240672211,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
5YJ3E1EBXL,Thurston,Lacey,WA,98513,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,245818611,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623
7SAYGAEE7P,Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,261400863,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
KNDCM3LDXN,King,Seattle,WA,98115,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,46,280781469,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100
JTDKARFP9L,Snohomish,Everett,WA,98204,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,21,3330659,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041905
WVWPP7AU5G,King,Seattle,WA,98103,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,46,102635361,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700
5YJYGDEEXL,King,Kenmore,WA,98028,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,46,109773611,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021702
1G1RC6S58H,Thurston,Olympia,WA,98506,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,154010328,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
KNDC3DLC9N,Snohomish,Everett,WA,98201,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38,202502828,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040800
KNDCM3LD4K,Kitsap,Bremerton,WA,98311,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,23,228581055,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
5YJXCAE23G,King,Seattle,WA,98146,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,34,349586296,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026801
1N4AZ0CP1D,King,Bellevue,WA,98004,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,41,187096745,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
5YJSA1E21H,King,Kirkland,WA,98033,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,105044250,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703
5YJ3E1EB7L,King,Kirkland,WA,98033,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,107083476,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
5YJ3E1EB1K,King,Bellevue,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,477380648,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
JTDACACU4R,Skagit,Bow,WA,98232,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,40,262598759,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950801
KNDAEFS59R,Snohomish,Lake Stevens,WA,98258,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,268088978,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052504
KNDC3DLC2R,Yakima,Yakima,WA,98908,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,269978894,POINT (-120.60199 46.59817),PACIFICORP,53077000904
KNDPYDAH8P,Skagit,Burlington,WA,98233,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,40,213438872,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951600
5YJXCAE25J,Skagit,Mount Vernon,WA,98273,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,40,260704230,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952200
YV4BR0CL7M,Snohomish,Lake Stevens,WA,98258,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,44,269769713,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052606
1G1FY6S06K,Snohomish,Marysville,WA,98271,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,38,1917464,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,53061052805
7SAYGDEE6P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,258952396,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051917
50EA1PGA5R,Yakima,Yakima,WA,98908,2024,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,270861202,POINT (-120.60199 46.59817),PACIFICORP,53077002900
JTJCJMGA1R,Kitsap,Bremerton,WA,98311,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,23,262935627,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
JHMZC5F31J,King,Redmond,WA,98052,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,45,333879717,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
5YJXCBE24G,Snohomish,Lynnwood,WA,98037,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,205738207,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051927
WP1AE2A21G,King,Seattle,WA,98104,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,37,136339017,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009100
5UX43EU02S,King,North Bend,WA,98045,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,5,272606211,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704
5YJYGDEE3L,King,Issaquah,WA,98027,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,5,111932901,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104
JM3KKEHA0S,Walla Walla,Walla Walla,WA,99362,2025,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,16,275844068,POINT (-118.34261 46.07068),PACIFICORP,53071920902
KNDCC3LG9K,Kitsap,Bainbridge Island,WA,98110,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,104898006,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
5YJYGDEE9L,Grant,Quincy,WA,98848,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,13,112538366,POINT (-119.85338 47.23748),PUD NO 2 OF GRANT COUNTY,53025010700
5YJSA1E28H,Island,Greenbank,WA,98253,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,10,214793694,POINT (-122.56817 48.08827),PUGET SOUND ENERGY INC,53029971301
5YJSA1E24F,Snohomish,Edmonds,WA,98020,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,21,153952480,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050501
1C4RJXN60R,Spokane,Cheney,WA,99004,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,6,272111962,POINT (-117.57445 47.48928),CITY OF CHENEY - (WA),53063014002
5YJ3E1EA2K,Snohomish,Snohomish,WA,98290,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,44,478181392,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052502
1G1FW6S00J,Snohomish,Everett,WA,98204,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,21,197106605,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041905
1G1RH6E47D,Thurston,Olympia,WA,98516,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,263340724,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EB2J,Snohomish,Lake Stevens,WA,98258,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,273301101,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052504
KM8HA3A65S,Snohomish,Everett,WA,98208,2025,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,278878575,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041607
WAUTPBFF8J,Thurston,Tenino,WA,98589,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,20,186582553,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012620
5YJ3E1EAXJ,Yakima,Moxee,WA,98936,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,15,131702693,POINT (-120.39197 46.55621),PACIFICORP,53077001702
WA1VAAGE8K,Kitsap,Port Orchard,WA,98367,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,26,263134035,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092704
5YJXCAE2XG,Snohomish,Everett,WA,98208,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44,2644127,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041704
YV4ED3UA7N,Kitsap,Bremerton,WA,98311,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,235280587,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
7SAYGDEE8P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228888425,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
WBY2Z2C55F,Island,Coupeville,WA,98239,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,10,4889958,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
KL8CL6S03E,Island,Langley,WA,98260,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,10,6293857,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
1N4AZ1CP9J,Walla Walla,Walla Walla,WA,99362,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,16,171037800,POINT (-118.34261 46.07068),PACIFICORP,53071920702
5YJ3E1EB8J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,251454745,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
7SAYGDEE6R,Snohomish,Brier,WA,98036,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,266013058,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
JN1AZ0CP3B,Island,Langley,WA,98260,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,10,174443020,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
5YJ3E1EBXJ,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,253782161,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041816
5YJ3E1EB6L,Yakima,Yakima,WA,98908,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,14,251291386,POINT (-120.60199 46.59817),PACIFICORP,53077000903
7SAYGDEE5N,Spokane,Spokane,WA,99203,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6,196473105,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
KNDPZDDH7S,Douglas,East Wenatchee,WA,98802,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,12,275811672,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,53017950400
KNDPYDAHXP,Snohomish,Edmonds,WA,98026,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,21,236461767,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
4JGDM2EB7S,Snohomish,Bothell,WA,98021,2025,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,277173144,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
5YJ3E1EAXP,King,Auburn,WA,98001,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,251346196,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805
5YJ3E1EB2J,Snohomish,Lynnwood,WA,98087,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,304480648,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703
JTDKARFP9L,Skagit,Burlington,WA,98233,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,10,260656819,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,53057951800
1G1FZ6S09K,Snohomish,Everett,WA,98208,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,44,304780108,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041704
1N4AZ1CP2K,Skagit,Mount Vernon,WA,98274,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,10,305735384,POINT (-122.32355 48.41566),PUGET SOUND ENERGY INC,53057952403
1G1FZ6S00L,King,Kent,WA,98042,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,47,127263538,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031601
5YJ3E1EA0K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,316153820,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WA1G2AFYXM,Kitsap,Poulsbo,WA,98370,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,23,269403781,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
KM8JBDD26R,Island,Oak Harbor,WA,98277,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,10,269055447,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970100
KNDRMDLH5N,Walla Walla,Walla Walla,WA,99362,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,16,266861213,POINT (-118.34261 46.07068),PACIFICORP,53071920701
1FADP5EU6H,Thurston,Lacey,WA,98503,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,22,329647881,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
7PDSGBBA0R,Snohomish,Edmonds,WA,98026,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,267015703,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050403
7PDSGBBA0S,Kittitas,Ellensburg,WA,98926,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13,273564133,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975700
KM8KNDDF9R,Thurston,Lacey,WA,98503,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265899336,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011625
5YJYGDEF2L,Kittitas,Ellensburg,WA,98926,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,13,127494958,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975500
1G1RC6S57H,Skagit,Anacortes,WA,98221,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,40,186115233,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940401
5YJ3E1EB7L,King,Fall City,WA,98024,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5,228731709,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603
5YJ3E1EB7J,Snohomish,Monroe,WA,98272,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,39,473622845,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052113
5YJ3E1EB9K,Whatcom,Bellingham,WA,98226,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,40,3260603,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804
5YJSA1E28J,Snohomish,Edmonds,WA,98026,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,21,286581200,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
JM3KKEHA4R,Thurston,Olympia,WA,98502,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,259268453,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
KNDC4DLC4R,Snohomish,Mill Creek,WA,98012,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,269209741,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052005
1G1RC6S58K,Snohomish,Monroe,WA,98272,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,39,197295668,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052207
7FCTGAAL7N,Whitman,Pullman,WA,99163,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9,209005877,POINT (-117.18147 46.73015),AVISTA CORP,53075000202
